asv_key,kingdom,phylum,class,order,family,genus,species,accession,name,unique_name,query_length,align_length,pident,nident,score,length_ratio
asv_721500,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;327;92.966,[Eubacterium]_hallii,332,327,92.966,304,260,1.01529
asv_721565,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_cristatus,NR_029052.1,Streptococcus_australis;Streptococcus_cristatus;327;93.884,Streptococcus_cristatus,331,327,93.884,307,266,1.01223
asv_721600,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_114315.1,Blautia_luti;331;96.073,Blautia_luti,331,331,96.073,318,293,1
asv_721612,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Drancourtella,Drancourtella_massiliensis,NR_144722.1,Drancourtella_massiliensis;Sellimonas_intestinalis;333;97.598,Drancourtella_massiliensis,331,333,97.598,325,307,0.993994
asv_721644,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_reuteri,NR_075036.1,Lactobacillus_caviae;Lactobacillus_frumenti;Lactobacillus_oris;Lactobacillus_panis;Lactobacillus_reuteri;332;99.398,Lactobacillus_reuteri,332,332,99.398,330,326,1
asv_721646,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_torques,NR_036777.1,[Ruminococcus]_torques;331;95.77,[Ruminococcus]_torques,331,331,95.77,317,293,1
asv_721693,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;332;97.892,Blautia_luti,331,332,97.892,325,314,0.996988
asv_721779,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_glucerasea,NR_112789.1,Blautia_glucerasea;331;97.885,Blautia_glucerasea,331,331,97.885,324,310,1
asv_721789,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_torques,NR_036777.1,[Ruminococcus]_torques;331;95.77,[Ruminococcus]_torques,331,331,95.77,317,293,1
asv_721794,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium,NR_113903.1,Enterococcus_durans;Enterococcus_faecium;Enterococcus_hirae;Enterococcus_lactis;Enterococcus_mundtii;Enterococcus_ratti;332;98.193,Enterococcus_faecium,332,332,98.193,326,314,1
asv_721804,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_marasmi,NR_147395.1,Blautia_hominis;Blautia_marasmi;314;92.357,Blautia_marasmi,330,314,92.357,290,241,1.05096
asv_721824,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_paraputrificum,NR_026135.1,Clostridium_paraputrificum;331;99.698,Clostridium_paraputrificum,331,331,99.698,330,328,1
asv_721832,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,Raoultibacter_timonensis,NR_148574.1,Raoultibacter_timonensis;329;92.097,Raoultibacter_timonensis,329,329,92.097,303,251,1
asv_721833,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,Frisingicoccus_caecimuris,NR_144612.1,Frisingicoccus_caecimuris;332;97.892,Frisingicoccus_caecimuris,332,332,97.892,325,311,1
asv_721842,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium]_saccharolyticum,NR_026494.1,Merdimonas_faecis;[Clostridium]_saccharolyticum;331;93.958,[Clostridium]_saccharolyticum,331,331,93.958,311,271,1
asv_721852,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;333;95.195,[Eubacterium]_hallii,331,333,95.195,317,288,0.993994
asv_721870,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;332;95.181,[Eubacterium]_hallii,331,332,95.181,316,288,0.996988
asv_721890,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;333;94.294,[Eubacterium]_hallii,331,333,94.294,314,278,0.993994
asv_721916,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis,NR_024842.1,Streptococcus_cristatus;Streptococcus_parasanguinis;Streptococcus_rubneri;Streptococcus_sinensis;326;93.252,Streptococcus_parasanguinis,330,326,93.252,304,258,1.01227
asv_721919,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;333;92.793,[Eubacterium]_hallii,330,333,92.793,309,263,0.990991
asv_721933,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_intestinalis,NR_113165.1,Collinsella_intestinalis;328;99.695,Collinsella_intestinalis,328,328,99.695,327,325,1
asv_721950,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium_lactatiformans,NR_151900.1,Ruthenibacterium_lactatiformans;328;93.902,Ruthenibacterium_lactatiformans,331,328,93.902,308,265,1.00915
asv_721952,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_glucerasea,NR_112789.1,Blautia_glucerasea;331;97.583,Blautia_glucerasea,331,331,97.583,323,307,1
asv_721967,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis,NR_024842.1,Streptococcus_cristatus;Streptococcus_parasanguinis;Streptococcus_rubneri;Streptococcus_sinensis;325;93.231,Streptococcus_parasanguinis,330,325,93.231,303,258,1.01538
asv_721997,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus_comes,NR_044048.1,Coprococcus_comes;331;99.698,Coprococcus_comes,331,331,99.698,330,328,1
asv_721999,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;332;94.578,[Eubacterium]_hallii,331,332,94.578,314,281,0.996988
asv_722006,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;333;92.793,[Eubacterium]_hallii,331,333,92.793,309,264,0.993994
asv_722008,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium,NR_042054.1,Enterococcus_durans;Enterococcus_faecium;Enterococcus_hirae;Enterococcus_lactis;Enterococcus_mundtii;Enterococcus_pseudoavium;Enterococcus_ratti;317;92.744,Enterococcus_faecium,332,317,92.744,294,246,1.04732
asv_722017,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_formicigenerans,NR_044645.2,Dorea_formicigenerans;332;93.373,Dorea_formicigenerans,331,332,93.373,310,266,0.996988
asv_722021,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_schinkii,NR_026312.1,Blautia_schinkii;331;97.583,Blautia_schinkii,331,331,97.583,323,307,1
asv_722031,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus_comes,NR_044048.1,Bariatricus_massiliensis;Coprococcus_comes;327;92.966,Coprococcus_comes,332,327,92.966,304,256,1.01529
asv_722042,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis,NR_024842.1,Streptococcus_cristatus;Streptococcus_parasanguinis;Streptococcus_rubneri;Streptococcus_sinensis;333;90.09,Streptococcus_parasanguinis,330,333,90.09,300,231,0.990991
asv_722065,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_formicigenerans,NR_044645.2,Dorea_formicigenerans;333;93.093,Dorea_formicigenerans,331,333,93.093,310,263,0.993994
asv_722080,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium_lactatiformans,NR_151900.1,Ruthenibacterium_lactatiformans;331;98.489,Ruthenibacterium_lactatiformans,331,331,98.489,326,316,1
asv_722083,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea_formicigenerans,NR_044645.2,Dorea_formicigenerans;332;93.072,Dorea_formicigenerans,331,332,93.072,309,263,0.996988
asv_722089,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia_wiggsiae,NR_115189.1,Scardovia_wiggsiae;333;99.7,Scardovia_wiggsiae,333,333,99.7,332,330,1
asv_722092,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;332;93.976,[Eubacterium]_hallii,331,332,93.976,312,276,0.996988
asv_722100,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;329;97.568,Terrisporobacter_petrolearius,329,329,97.568,321,305,1
asv_722102,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;326;90.798,[Eubacterium]_hallii,332,326,90.798,296,240,1.0184
asv_722117,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium_lactatiformans,NR_151900.1,Ruthenibacterium_lactatiformans;328;93.598,Ruthenibacterium_lactatiformans,331,328,93.598,307,262,1.00915
asv_722134,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_parvula,NR_074980.1,Veillonella_parvula;Veillonella_rogosae;Veillonella_tobetsuensis;331;98.792,Veillonella_parvula,331,331,98.792,327,319,1
asv_722141,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_coccoides,NR_104700.1,Blautia_coccoides;Blautia_hominis;Blautia_marasmi;Blautia_producta;331;95.77,Blautia_coccoides,331,331,95.77,317,289,1
asv_722142,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium,NR_042054.1,Enterococcus_avium;Enterococcus_camelliae;Enterococcus_devriesei;Enterococcus_durans;Enterococcus_faecium;Enterococcus_gilvus;Enterococcus_hirae;Enterococcus_italicus;Enterococcus_lactis;Enterococcus_malodoratus;Enterococcus_massiliensis;Enterococcus_mundtii;Enterococcus_pallens;Enterococcus_pseudoavium;Enterococcus_raffinosus;Enterococcus_ratti;Enterococcus_viikkiensis;Enterococcus_xiangfangensis;271;97.417,Enterococcus_faecium,331,271,97.417,264,250,1.2214
asv_722153,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella_hathewayi,NR_036928.1,Hungatella_hathewayi;332;91.566,Hungatella_hathewayi,330,332,91.566,304,246,0.993976
asv_722158,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_saccharogumia,NR_043550.1,[Clostridium]_saccharogumia;325;92.923,[Clostridium]_saccharogumia,331,325,92.923,302,254,1.01846
asv_722161,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;302;93.377,[Eubacterium]_hallii,330,302,93.377,282,245,1.09272
asv_722172,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;332;95.482,[Eubacterium]_hallii,331,332,95.482,317,291,0.996988
asv_722173,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalimonas,Faecalimonas_umbilicata,NR_156907.1,Faecalimonas_umbilicata;330;94.545,Faecalimonas_umbilicata,331,330,94.545,312,276,1.00303
asv_722184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,NR_040789.1,Enterococcus_canintestini;Enterococcus_canis;Enterococcus_cecorum;Enterococcus_dispar;Enterococcus_faecalis;Enterococcus_olivae;Enterococcus_rivorum;Enterococcus_saigonensis;Melissococcus_plutonius;316;93.038,Enterococcus_faecalis,332,316,93.038,294,249,1.05063
asv_722185,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_gnavus,NR_036800.1,[Ruminococcus]_gnavus;331;97.281,[Ruminococcus]_gnavus,331,331,97.281,322,304,1
asv_722194,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor_plautii,NR_029356.1,Flavonifractor_plautii;325;94.769,Flavonifractor_plautii,331,325,94.769,308,274,1.01846
asv_722196,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_gnavus,NR_036800.1,[Ruminococcus]_gnavus;302;95.033,[Ruminococcus]_gnavus,330,302,95.033,287,256,1.09272
asv_722210,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Ewingella,Ewingella_americana,NR_104925.1,Ewingella_americana;Hafnia_psychrotolerans;Lonsdalea_britannica;Lonsdalea_iberica;Nissabacter_archeti;Pectobacterium_aroidearum;Rahnella_bruchi;Rahnella_inusitata;Rahnella_variigena;Rahnella_victoriana;Rahnella_woolbedingensis;Rouxiella_badensis;Rouxiella_chamberiensis;Rouxiella_silvae;Serratia_aquatilis;Serratia_fonticola;Yersinia_entomophaga;Yersinia_nurmii;244;99.59,Ewingella_americana,331,244,99.59,243,241,1.35656
asv_722219,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_denitrificans,NR_113732.1,Achromobacter_aegrifaciens;Achromobacter_agilis;Achromobacter_anxifer;Achromobacter_denitrificans;Achromobacter_dolens;Achromobacter_insuavis;Achromobacter_pulmonis;Achromobacter_xylosoxidans;Bordetella_hinzii;Bordetella_tumulicola;328;92.073,Achromobacter_denitrificans,331,328,92.073,302,247,1.00915
asv_722222,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_saccharogumia,NR_043550.1,[Clostridium]_saccharogumia;331;93.051,[Clostridium]_saccharogumia,330,331,93.051,308,259,0.996979
asv_722223,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_saccharogumia,NR_043550.1,[Clostridium]_saccharogumia;327;98.777,[Clostridium]_saccharogumia,327,327,98.777,323,315,1
asv_722246,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_hansenii,NR_104687.1,Blautia_hansenii;331;94.562,Blautia_hansenii,331,331,94.562,313,276,1
asv_722249,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_hansenii,NR_104687.1,Blautia_hansenii;331;99.396,Blautia_hansenii,331,331,99.396,329,325,1
asv_722251,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;328;91.159,[Eubacterium]_hallii,332,328,91.159,299,243,1.0122
asv_722264,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_tuberculostearicum,NR_028975.1,Corynebacterium_tuberculostearicum;330;91.515,Corynebacterium_tuberculostearicum,332,330,91.515,302,243,1.00606
asv_722270,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_schinkii,NR_026312.1,Blautia_schinkii;332;95.783,Blautia_schinkii,331,332,95.783,318,289,0.996988
asv_722280,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_anthracis,NR_041248.1,Bacillus_albus;Bacillus_anthracis;Bacillus_cereus;Bacillus_gaemokensis;Bacillus_luti;Bacillus_mobilis;Bacillus_mycoides;Bacillus_nitratireducens;Bacillus_pacificus;Bacillus_paramycoides;Bacillus_paranthracis;Bacillus_proteolyticus;Bacillus_pseudomycoides;Bacillus_thuringiensis;Bacillus_toyonensis;Bacillus_tropicus;Bacillus_wiedmannii;332;99.699,Bacillus_anthracis,332,332,99.699,331,329,1
asv_722291,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella_parvula,NR_074980.1,Veillonella_parvula;Veillonella_rogosae;Veillonella_tobetsuensis;327;92.661,Veillonella_parvula,330,327,92.661,303,252,1.00917
asv_722292,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,[Clostridium]_leptum,NR_114789.1,[Clostridium]_leptum;326;92.945,[Clostridium]_leptum,331,326,92.945,303,256,1.01534
asv_722293,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;333;94.595,[Eubacterium]_hallii,331,333,94.595,315,282,0.993994
asv_722294,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecalis,NR_040789.1,Enterococcus_canintestini;Enterococcus_canis;Enterococcus_dispar;Enterococcus_faecalis;Enterococcus_olivae;Enterococcus_rivorum;Enterococcus_saigonensis;Enterococcus_villorum;326;91.718,Enterococcus_faecalis,331,326,91.718,299,244,1.01534
asv_722295,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_wexlerae,NR_044054.1,Blautia_wexlerae;316;93.038,Blautia_wexlerae,331,316,93.038,294,248,1.04747
asv_722297,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium,NR_113903.1,Enterococcus_durans;Enterococcus_faecium;Enterococcus_hirae;Enterococcus_lactis;Enterococcus_mundtii;Enterococcus_ratti;332;99.699,Enterococcus_faecium,332,332,99.699,331,329,1
asv_722305,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_coccoides,NR_104700.1,Blautia_coccoides;Blautia_hominis;Blautia_marasmi;Blautia_producta;Blautia_schinkii;331;96.375,Blautia_coccoides,331,331,96.375,319,295,1
asv_722313,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus]_gnavus,NR_036800.1,[Ruminococcus]_gnavus;326;93.558,[Ruminococcus]_gnavus,332,326,93.558,305,262,1.0184
asv_722316,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_petrolearius,NR_137408.1,Terrisporobacter_petrolearius;330;94.545,Terrisporobacter_petrolearius,330,330,94.545,312,275,1
asv_722321,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_marasmi,NR_147395.1,Blautia_hominis;Blautia_marasmi;331;96.979,Blautia_marasmi,331,331,96.979,321,301,1
asv_722331,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius,NR_042776.1,Streptococcus_salivarius;Streptococcus_thermophilus;Streptococcus_vestibularis;326;93.558,Streptococcus_salivarius,330,326,93.558,305,261,1.01227
asv_722339,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;315;94.603,[Eubacterium]_hallii,331,315,94.603,298,268,1.05079
asv_722345,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_wexlerae,NR_044054.1,Blautia_wexlerae;335;92.239,Blautia_wexlerae,330,335,92.239,309,253,0.985075
asv_722347,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,[Eubacterium]_rectale,NR_074634.1,[Eubacterium]_rectale;331;97.583,[Eubacterium]_rectale,331,331,97.583,323,307,1
asv_722352,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;330;93.636,[Eubacterium]_hallii,331,330,93.636,309,270,1.00303
asv_722353,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_villorum,NR_036921.1,Enterococcus_villorum;327;94.801,Enterococcus_villorum,332,327,94.801,310,275,1.01529
asv_722360,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium_ramosum,NR_029247.1,Erysipelatoclostridium_ramosum;255;96.471,Erysipelatoclostridium_ramosum,328,255,96.471,246,228,1.28627
asv_722362,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter_mayombei,NR_104744.1,Terrisporobacter_mayombei;Terrisporobacter_petrolearius;328;93.598,Terrisporobacter_mayombei,329,328,93.598,307,265,1.00305
asv_722364,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_breve,NR_040783.1,Bifidobacterium_breve;Bifidobacterium_choerinum;Bifidobacterium_longum;328;92.683,Bifidobacterium_breve,331,328,92.683,304,254,1.00915
asv_722371,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalimonas,Faecalimonas_umbilicata,NR_156907.1,Faecalimonas_umbilicata;331;96.073,Faecalimonas_umbilicata,331,331,96.073,318,292,1
asv_722381,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]_innocuum,NR_029164.1,Flavonifractor_plautii;Longicatena_caecimuris;[Clostridium]_innocuum;260;95.385,[Clostridium]_innocuum,324,260,95.385,248,222,1.24615
asv_722382,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus,NR_074515.1,Bacteroides_vulgatus;250;98.8,Bacteroides_vulgatus,331,250,98.8,247,241,1.324
asv_722385,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_tuberculostearicum,NR_028975.1,Corynebacterium_tuberculostearicum;328;92.073,Corynebacterium_tuberculostearicum,332,328,92.073,302,249,1.0122
asv_722387,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_hansenii,NR_104687.1,Blautia_hansenii;Blautia_hominis;Blautia_marasmi;Blautia_stercoris;326;93.252,Blautia_hansenii,332,326,93.252,304,259,1.0184
asv_722388,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Drancourtella,Drancourtella_massiliensis,NR_144722.1,Drancourtella_massiliensis;Faecalimonas_umbilicata;Merdimonas_faecis;Sellimonas_intestinalis;332;95.482,Drancourtella_massiliensis,331,332,95.482,317,286,0.996988
asv_722403,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium]_scindens,NR_028785.1,[Clostridium]_scindens;302;93.709,[Clostridium]_scindens,330,302,93.709,283,244,1.09272
asv_722414,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_luti,NR_041960.1,Blautia_luti;333;94.595,Blautia_luti,331,333,94.595,315,280,0.993994
asv_722420,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella_lenta,NR_074377.1,Eggerthella_lenta;246;99.187,Eggerthella_lenta,329,246,99.187,244,240,1.3374
asv_722438,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_caecimuris,NR_144607.1,Blautia_caecimuris;296;94.932,Blautia_caecimuris,330,296,94.932,281,250,1.11486
asv_722448,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;330;93.636,[Eubacterium]_hallii,331,330,93.636,309,270,1.00303
asv_722462,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_coccoides,NR_104700.1,Blautia_coccoides;Blautia_glucerasea;Blautia_hominis;Blautia_marasmi;Blautia_producta;Blautia_schinkii;Blautia_wexlerae;Murimonas_intestini;331;95.77,Blautia_coccoides,331,331,95.77,317,289,1
asv_722464,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor_plautii,NR_029356.1,Flavonifractor_plautii;326;94.785,Flavonifractor_plautii,331,326,94.785,309,274,1.01534
asv_722466,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum_hallii,NR_118673.1,[Eubacterium]_hallii;246;97.967,[Eubacterium]_hallii,331,246,97.967,241,232,1.34553
asv_722471,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella_uli,NR_036820.1,Olsenella_uli;328;97.866,Olsenella_uli,328,328,97.866,321,307,1
asv_722473,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_tuberculostearicum,NR_028975.1,Corynebacterium_tuberculostearicum;334;95.21,Corynebacterium_tuberculostearicum,334,334,95.21,318,286,1
asv_722475,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium_dentium,NR_037115.2,Bifidobacterium_dentium;Bifidobacterium_moukalabense;241;99.585,Bifidobacterium_dentium,331,241,99.585,240,238,1.37344
asv_722476,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_denitrificans,NR_113732.1,Achromobacter_agilis;Achromobacter_anxifer;Achromobacter_denitrificans;Achromobacter_dolens;Achromobacter_insuavis;Achromobacter_xylosoxidans;Bordetella_hinzii;Bordetella_tumulicola;327;93.578,Achromobacter_denitrificans,331,327,93.578,306,262,1.01223
asv_722477,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter_pulmonis,NR_117644.1,Achromobacter_pulmonis;328;92.378,Achromobacter_pulmonis,331,328,92.378,303,250,1.00915
asv_722480,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_rhamnosus,NR_113332.1,Lactobacillus_rhamnosus;326;93.252,Lactobacillus_rhamnosus,331,326,93.252,304,259,1.01534
asv_722482,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia_caecimuris,NR_144607.1,Blautia_caecimuris;332;98.494,Blautia_caecimuris,331,332,98.494,327,316,0.996988
asv_722487,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,Neglecta_timonensis,NR_144736.1,Neglecta_timonensis;329;94.529,Neglecta_timonensis,331,329,94.529,311,274,1.00608
