asv_key,sampleid,count,count_relative
asv_7,2435G,6072,0.06594910449544374
asv_2485,2435G,1668,0.01811645360645588
asv_270908,2435G,6,6.516709930379816e-5
asv_185,2435G,942,0.01023123459069631
asv_20257,2435G,7,7.602828252109785e-5
asv_677,2435G,744,0.00808072031367097
asv_131,2435G,24,2.6066839721519263e-4
asv_462391,2435G,16,1.7377893147679509e-4
asv_57351,2435G,4,4.344473286919877e-5
asv_583,2435G,805,0.00874325248992625
asv_210,2435G,5,5.4305916086498464e-5
asv_1096,2435G,9789,0.10632012251414669
asv_204,2435G,507,0.00550661989117094
asv_278368,2435G,22,2.3894603078059324e-4
asv_462452,2435G,20,2.1722366434599383e-4
asv_50,2435G,30,3.2583549651899076e-4
asv_462469,2435G,17,1.8464011469409476e-4
asv_462470,2435G,17,1.8464011469409476e-4
asv_166432,2435G,17,1.8464011469409476e-4
asv_159,2435G,143,0.00155314920007385
asv_897,2435G,2,2.1722366434599386e-5
asv_462481,2435G,16,1.7377893147679509e-4
asv_2061,2435G,3,3.258354965189908e-5
asv_16129,2435G,7,7.602828252109785e-5
asv_28,2435G,61,6.625321762552813e-4
asv_18,2435G,113,0.00122731370355486
asv_253409,2435G,10,1.0861183217299691e-4
asv_436,2435G,3,3.258354965189908e-5
asv_462559,2435G,9,9.775064895569724e-5
asv_35,2435G,43,4.670308783438868e-4
asv_462591,2435G,7,7.602828252109785e-5
asv_462606,2435G,6,6.516709930379816e-5
asv_23,2435G,2,2.1722366434599386e-5
asv_6,2435G,13,1.41195381824896e-4
asv_1308,2435G,159,0.00172692813155065
asv_462645,2435G,4,4.344473286919877e-5
asv_63,2435G,680,0.00738560458776379
asv_117,2435G,241,0.00261754515536922
asv_462697,2435G,1,1.0861183217299693e-5
asv_145660,2435G,1,1.0861183217299693e-5
asv_21,2435G,7289,0.07916716447089746
asv_202,2435G,27,2.932519468670917e-4
asv_200,2435G,36,3.9100259582278894e-4
asv_253,2435G,27,2.932519468670917e-4
asv_54,2435G,12664,0.13754602426388332
asv_14,2435G,9,9.775064895569724e-5
asv_70,2435G,499,0.00541973042543254
asv_4,2435H,275,0.00292000254836586
asv_249,2435H,6,6.370914650980058e-5
asv_2476,2435H,266,0.00282443882860115
asv_1568,2435H,286,0.00303680265030049
asv_248,2435H,130,0.00138036484104567
asv_51,2435H,729,0.00774066130094077
asv_615,2435H,85,9.02546242222175e-4
asv_399,2435H,138,0.00146531036972541
asv_650,2435H,108,0.00114676463717641
asv_25,2435H,3708,0.03937225254305676
asv_127,2435H,40,4.247276433986706e-4
asv_6524,2435H,574,0.00609484168277092
asv_462066,2435H,71,7.538915670326403e-4
asv_175,2435H,2,2.123638216993353e-5
asv_7170,2435H,197,0.00209178364373845
asv_94,2435H,74,7.857461402875406e-4
asv_32397,2435H,43,4.565822166535709e-4
asv_24189,2435H,43,4.565822166535709e-4
asv_24686,2435H,73,7.751279492025739e-4
asv_554,2435H,321,0.00340843933827433
asv_2506,2435H,40,4.247276433986706e-4
asv_150,2435H,1034,0.01097920958185563
asv_5434,2435H,7,7.432733759476735e-5
asv_52,2435H,8,8.494552867973413e-5
asv_1878,2435H,49,5.202913631633715e-4
asv_462122,2435H,3,3.185457325490029e-5
asv_630,2435H,7,7.432733759476735e-5
asv_2,2435H,7476,0.07938159655121153
asv_153,2435H,4589,0.04872687888891248
asv_462128,2435H,113,0.00119985559260124
asv_24,2435H,5178,0.05498099343795791
asv_3808,2435H,58,6.158550829280724e-4
asv_51179,2435H,30,3.1854573254900295e-4
asv_11900,2435H,46,4.884367899084712e-4
asv_58294,2435H,52,5.521459364182718e-4
asv_16891,2435H,6,6.370914650980058e-5
asv_412,2435H,84,8.919280511372082e-4
asv_76019,2435H,42,4.459640255686041e-4
asv_1864,2435H,37,3.928730701437703e-4
asv_462159,2435H,60,6.370914650980059e-4
asv_1353,2435H,73,7.751279492025739e-4
asv_88,2435H,7384,0.0784047229713946
asv_9668,2435H,74,7.857461402875406e-4
asv_14207,2435H,19,2.0174563061436853e-4
asv_11366,2435H,58,6.158550829280724e-4
asv_1210,2435H,95,0.00100872815307184
asv_352,2435H,35,3.716366879738368e-4
asv_33147,2435H,59,6.264732740130392e-4
asv_6183,2435H,1477,0.01568306823249591
asv_176770,2435H,5,5.309095542483383e-5
asv_122,2435H,29,3.079275414640362e-4
asv_462222,2435H,8,8.494552867973413e-5
asv_1,2435H,5,5.309095542483383e-5
asv_60,2435H,3452,0.03665399562530527
asv_1461,2435H,40,4.247276433986706e-4
asv_34,2435H,8,8.494552867973413e-5
asv_551,2435H,53,5.627641275032385e-4
asv_2554,2435H,54,5.733823185882053e-4
asv_1378,2435H,65,6.901824205228398e-4
asv_123,2435H,1582,0.01679797829641742
asv_21159,2435H,18,1.9112743952940175e-4
asv_42,2435H,815,0.00865382573424791
asv_586,2435H,43,4.565822166535709e-4
asv_90,2435H,662,0.00702924249824799
asv_66,2435H,806,0.00855826201448321
asv_6654,2435H,1123,0.01192422858841767
asv_7962,2435H,12,1.2741829301960117e-4
asv_7,2435H,8931,0.09483106457983818
asv_2485,2435H,571,0.00606298710951602
asv_185,2435H,177,0.00187941982203911
asv_677,2435H,439,0.0046613858863004
asv_131,2435H,436,0.00462953131304551
asv_462391,2435H,13,1.3803648410456795e-4
asv_57351,2435H,2,2.123638216993353e-5
asv_583,2435H,456,0.00484189513474484
asv_210,2435H,12,1.2741829301960117e-4
asv_1096,2435H,8186,0.08692051222153793
asv_204,2435H,355,0.0037694578351632
asv_50,2435H,647,0.00686996963197349
asv_159,2435H,330,0.00350400305803903
asv_54868,2435H,6,6.370914650980058e-5
asv_30945,2435H,14,1.486546751895347e-4
asv_10962,2435H,13,1.3803648410456795e-4
asv_16129,2435H,8,8.494552867973413e-5
asv_28,2435H,27,2.8669115929410264e-4
asv_18,2435H,110,0.00116800101934634
asv_23792,2435H,10,1.0618191084966764e-4
asv_69436,2435H,10,1.0618191084966764e-4
asv_35,2435H,2098,0.02227696489626027
asv_462589,2435H,2,2.123638216993353e-5
asv_6,2435H,150,0.00159272866274501
asv_1308,2435H,577,0.00612669625602582
asv_63,2435H,368,0.00390749431926776
asv_117,2435H,503,0.00534095011573828
asv_321,2435H,156,0.00165643780925481
asv_21,2435H,5905,0.06270041835672875
asv_1349,2435H,151,0.00160334685382998
asv_202,2435H,1397,0.01483361294569857
asv_200,2435H,234,0.00248465671388222
asv_253,2435H,1035,0.0109898277729406
asv_54,2435H,16622,0.17649557221431758
asv_14,2435H,40,4.247276433986706e-4
asv_70,2435H,45,4.778185988235044e-4
asv_4,2435I,4814,0.05073296167100507
asv_249,2435I,174,0.0018337215061808999
asv_2476,2435I,108,0.00113817196935366
asv_1568,2435I,508,0.00535362370770057
asv_248,2435I,231,0.00243442337889534
asv_51,2435I,2506,0.02640980514074339
asv_615,2435I,88,9.273993824363204e-4
asv_399,2435I,135,0.00142271496169208
asv_25,2435I,6765,0.07129382752479213
asv_127,2435I,36,3.793906564512219e-4
asv_6524,2435I,71,7.482426835565767e-4
asv_462066,2435I,103,0.00108547882262432
asv_1364,2435I,69,7.271654248648421e-4
asv_1037,2435I,93,9.800925291656567e-4
asv_1232,2435I,3,3.161588803760183e-5
asv_7170,2435I,54,5.690859846768329e-4
asv_94,2435I,71,7.482426835565767e-4
asv_32397,2435I,38,4.004679151429566e-4
asv_24189,2435I,47,4.95315579255762e-4
asv_254,2435I,6,6.323177607520366e-5
asv_1894,2435I,14,1.4754081084214187e-4
asv_24686,2435I,50,5.269314672933638e-4
asv_2506,2435I,47,4.95315579255762e-4
asv_150,2435I,3472,0.03659012108885119
asv_52,2435I,13,1.370021814962746e-4
asv_1878,2435I,31,3.2669750972188556e-4
asv_462122,2435I,15,1.5807944018800916e-4
asv_2,2435I,15498,0.16332767760225106
asv_153,2435I,668,0.00703980440303934
asv_462128,2435I,24,2.5292710430081463e-4
asv_19524,2435I,11,1.1592492280454004e-4
asv_24,2435I,913,0.00962176859277682
asv_3808,2435I,102,0.00107494019327846
asv_4778,2435I,14,1.4754081084214187e-4
asv_51179,2435I,9,9.484766411280547e-5
asv_11900,2435I,45,4.7423832056402745e-4
asv_58294,2435I,22,2.3184984560908008e-4
asv_2385,2435I,7,7.377040542107094e-5
asv_434,2435I,4,4.2154517383469106e-5
asv_16891,2435I,13,1.370021814962746e-4
asv_412,2435I,18,1.8969532822561095e-4
asv_1864,2435I,32,3.3723613906775285e-4
asv_462159,2435I,25,2.634657336466819e-4
asv_2507,2435I,12,1.2646355215040732e-4
asv_1353,2435I,52,5.480087259850984e-4
asv_381681,2435I,4,4.2154517383469106e-5
asv_3821,2435I,44,4.6369969121816016e-4
asv_88,2435I,728,0.00767212216379137
asv_14207,2435I,45,4.7423832056402745e-4
asv_462186,2435I,17,1.791566988797437e-4
asv_1210,2435I,253,0.00266627322450442
asv_25770,2435I,6,6.323177607520366e-5
asv_6183,2435I,1854,0.01953861880723793
asv_176770,2435I,4,4.2154517383469106e-5
asv_122,2435I,25,2.634657336466819e-4
asv_1,2435I,22,2.3184984560908008e-4
asv_60,2435I,1097,0.0115608763924164
asv_1461,2435I,15,1.5807944018800916e-4
asv_34,2435I,18,1.8969532822561095e-4
asv_551,2435I,8,8.430903476693821e-5
asv_293221,2435I,11,1.1592492280454004e-4
asv_777,2435I,6,6.323177607520366e-5
asv_1378,2435I,5,5.269314672933638e-5
asv_123,2435I,3182,0.03353391857854967
asv_21159,2435I,16,1.6861806953387642e-4
asv_42,2435I,916,0.00965338448081442
asv_90,2435I,1089,0.01147656735764946
asv_44,2435I,21,2.213112162632128e-4
asv_66,2435I,2868,0.03022478896394734
asv_132607,2435I,4,4.2154517383469106e-5
asv_6654,2435I,284,0.0029929707342263
asv_7,2435I,10706,0.11282656577685506
asv_2485,2435I,796,0.00838874895931035
asv_94582,2435I,9,9.484766411280547e-5
asv_270908,2435I,6,6.323177607520366e-5
asv_185,2435I,598,0.00630210034882863
asv_20257,2435I,5,5.269314672933638e-5
asv_677,2435I,672,0.00708195892042281
asv_756,2435I,6,6.323177607520366e-5
asv_131,2435I,102,0.00107494019327846
asv_583,2435I,635,0.00669202963462572
asv_210,2435I,10,1.0538629345867276e-4
asv_1096,2435I,10055,0.10596591807269548
asv_204,2435I,180,0.0018969532822561
asv_192,2435I,4,4.2154517383469106e-5
asv_7358,2435I,2,2.1077258691734553e-5
asv_409,2435I,10,1.0538629345867276e-4
asv_50,2435I,174,0.0018337215061808999
asv_159,2435I,614,0.0064707184183625
asv_286,2435I,2,2.1077258691734553e-5
asv_2061,2435I,3,3.161588803760183e-5
asv_891,2435I,5,5.269314672933638e-5
asv_16129,2435I,10,1.0538629345867276e-4
asv_28,2435I,9,9.484766411280547e-5
asv_18,2435I,206,0.00217095764524865
asv_35,2435I,335,0.00353044083086553
asv_462589,2435I,3,3.161588803760183e-5
asv_149729,2435I,7,7.377040542107094e-5
asv_6,2435I,4720,0.04974233051249354
asv_1308,2435I,340,0.00358313397759487
asv_322902,2435I,3,3.161588803760183e-5
asv_117,2435I,149,0.00157025577253422
asv_462699,2435I,1,1.0538629345867276e-5
asv_462700,2435I,1,1.0538629345867276e-5
asv_462701,2435I,1,1.0538629345867276e-5
asv_462702,2435I,1,1.0538629345867276e-5
asv_321,2435I,46,4.8477694990989474e-4
asv_21,2435I,5264,0.05547534487664534
asv_1349,2435I,22,2.3184984560908008e-4
asv_202,2435I,417,0.00439460843722665
asv_200,2435I,23,2.4238847495494737e-4
asv_253,2435I,48,5.058542086016293e-4
asv_54,2435I,8830,0.09305609712400806
asv_14,2435I,202,0.00212880312786518
asv_70,2435I,84,8.852448650528513e-4
asv_1,2501B,20,2.945161100312187e-4
asv_54560,2501B,4,5.890322200624374e-5
asv_55,2501B,191,0.00281262885079813
asv_271101,2501B,7,1.0308063851092654e-4
asv_345,2501B,558,0.008216999469871
asv_14153,2501B,36,5.301289980561937e-4
asv_5799,2501B,17,2.503386935265359e-4
asv_653732,2501B,69,0.0010160805796077
asv_28724,2501B,14,2.0616127702185308e-4
asv_55597,2501B,9,1.3253224951404843e-4
asv_704390,2501B,10,1.4725805501560936e-4
asv_99867,2501B,86,0.00126641927313424
asv_102,2501B,832,0.01225187017729869
asv_390705,2501B,10,1.4725805501560936e-4
asv_1381,2501B,22,3.2396772103434056e-4
asv_4479,2501B,11,1.6198386051717028e-4
asv_385,2501B,4,5.890322200624374e-5
asv_46,2501B,2011,0.02961359486363904
asv_72025,2501B,55,8.099193025858514e-4
asv_2396,2501B,89,0.00131059668963892
asv_735689,2501B,2,2.945161100312187e-5
asv_47,2501B,668,0.0098368380750427
asv_1814,2501B,6,8.835483300936562e-5
asv_2330,2501B,695,0.01023443482358485
asv_1341,2501B,9,1.3253224951404843e-4
asv_29866,2501B,3,4.417741650468281e-5
asv_2613,2501B,40,5.890322200624374e-4
asv_654682,2501B,13,1.9143547152029216e-4
asv_537732,2501B,30,4.4177416504682807e-4
asv_65029,2501B,6,8.835483300936562e-5
asv_1892,2501B,12,1.7670966601873123e-4
asv_2748,2501B,12,1.7670966601873123e-4
asv_8,2501B,8,1.1780644401248748e-4
asv_904,2501B,46,6.77387053071803e-4
asv_7951,2501B,31,4.56499970548389e-4
asv_654543,2501B,3,4.417741650468281e-5
asv_1580,2501B,17,2.503386935265359e-4
asv_448,2501B,51,7.510160805796077e-4
asv_649920,2501B,3,4.417741650468281e-5
asv_126,2501B,555,0.00817282205336632
asv_294,2501B,138,0.0020321611592154
asv_735874,2501B,9,1.3253224951404843e-4
asv_2466,2501B,9,1.3253224951404843e-4
asv_17879,2501B,15,2.2088708252341403e-4
asv_74246,2501B,20,2.945161100312187e-4
asv_80063,2501B,1,1.4725805501560937e-5
asv_66857,2501B,5,7.362902750780468e-5
asv_545403,2501B,13,1.9143547152029216e-4
asv_2422,2501B,43,6.332096365671202e-4
asv_226,2501B,411,0.00605230606114154
asv_654317,2501B,19,2.7979030452965776e-4
asv_593570,2501B,4,5.890322200624374e-5
asv_5850,2501B,41,6.037580255639983e-4
asv_110594,2501B,3,4.417741650468281e-5
asv_9,2501B,24,3.5341933203746247e-4
asv_11010,2501B,15,2.2088708252341403e-4
asv_736054,2501B,2,2.945161100312187e-5
asv_18729,2501B,35,5.154031925546327e-4
asv_5567,2501B,35,5.154031925546327e-4
asv_98,2501B,68,0.00100135477410614
asv_80,2501B,47,6.921128585733639e-4
asv_266737,2501B,34,5.006773870530718e-4
asv_2224,2501B,1249,0.0183925310714496
asv_5914,2501B,103,0.00151675796666077
asv_894,2501B,2,2.945161100312187e-5
asv_75724,2501B,5,7.362902750780468e-5
asv_654587,2501B,14,2.0616127702185308e-4
asv_3528,2501B,19,2.7979030452965776e-4
asv_116208,2501B,7,1.0308063851092654e-4
asv_538906,2501B,1,1.4725805501560937e-5
asv_5222,2501B,14,2.0616127702185308e-4
asv_587,2501B,89,0.00131059668963892
asv_165,2501B,18,2.6506449902809686e-4
asv_75592,2501B,22,3.2396772103434056e-4
asv_84,2501B,4780,0.07038935029746127
asv_1849,2501B,15,2.2088708252341403e-4
asv_451,2501B,385,0.00566943511810096
asv_5624,2501B,1015,0.01494669258408435
asv_736466,2501B,20,2.945161100312187e-4
asv_736467,2501B,1,1.4725805501560937e-5
asv_3,2501B,37,5.448548035577546e-4
asv_648,2501B,4,5.890322200624374e-5
asv_19709,2501B,2,2.945161100312187e-5
asv_4706,2501B,8,1.1780644401248748e-4
asv_171,2501B,986,0.01451964422453908
asv_1364,2501B,29,4.270483595452671e-4
asv_1405,2501B,15,2.2088708252341403e-4
asv_40,2501B,3,4.417741650468281e-5
asv_434,2501B,6,8.835483300936562e-5
asv_718874,2501B,14,2.0616127702185308e-4
asv_160,2501B,27,3.9759674854214527e-4
asv_79929,2501B,1,1.4725805501560937e-5
asv_736794,2501B,13,1.9143547152029216e-4
asv_654629,2501B,1,1.4725805501560937e-5
asv_1307,2501B,1065,0.01568298285916239
asv_404,2501B,12,1.7670966601873123e-4
asv_173,2501B,61,8.98274135595217e-4
asv_127638,2501B,2,2.945161100312187e-5
asv_21366,2501B,2,2.945161100312187e-5
asv_9465,2501B,6,8.835483300936562e-5
asv_736974,2501B,6,8.835483300936562e-5
asv_69,2501B,5,7.362902750780468e-5
asv_1907,2501B,348,0.0051245803145432
asv_737044,2501B,3,4.417741650468281e-5
asv_737052,2501B,2,2.945161100312187e-5
asv_737053,2501B,4,5.890322200624374e-5
asv_492,2501B,14,2.0616127702185308e-4
asv_737131,2501B,1,1.4725805501560937e-5
asv_595,2501B,8,1.1780644401248748e-4
asv_38174,2501B,8,1.1780644401248748e-4
asv_279,2501B,611,0.00899746716145373
asv_3317,2501B,5,7.362902750780468e-5
asv_45590,2501B,7,1.0308063851092654e-4
asv_112,2501B,19,2.7979030452965776e-4
asv_4748,2501B,3,4.417741650468281e-5
asv_2876,2501B,237,0.00349001590386994
asv_310,2501B,409,0.00602285445013842
asv_27,2501B,493,0.00725982211226954
asv_374,2501B,333,0.00490369323201979
asv_28318,2501B,44,6.479354420686811e-4
asv_200438,2501B,1,1.4725805501560937e-5
asv_4,2501B,1873,0.02758143370442363
asv_23,2501B,7,1.0308063851092654e-4
asv_79258,2501B,13,1.9143547152029216e-4
asv_794,2501B,6,8.835483300936562e-5
asv_737605,2501B,3,4.417741650468281e-5
asv_72,2501B,260,0.00382870943040584
asv_23167,2501B,2,2.945161100312187e-5
asv_737788,2501B,1,1.4725805501560937e-5
asv_737789,2501B,1,1.4725805501560937e-5
asv_737790,2501B,1,1.4725805501560937e-5
asv_2166,2501B,9,1.3253224951404843e-4
asv_16359,2501B,39,5.743064145608765e-4
asv_3951,2501B,87,0.0012811450786358
asv_43,2501B,9,1.3253224951404843e-4
asv_75335,2501B,25,3.6814513753902336e-4
asv_353,2501B,230,0.00338693526535901
asv_98520,2501B,211,0.00310714496082935
asv_117224,2501B,16,2.3561288802497496e-4
asv_217,2501B,229,0.00337220945985745
asv_2379,2501B,395,0.00581669317311656
asv_653524,2501B,385,0.00566943511810096
asv_75471,2501B,35,5.154031925546327e-4
asv_75128,2501B,50,7.362902750780467e-4
asv_1250,2501B,23,3.386935265359015e-4
asv_1776,2501B,1,1.4725805501560937e-5
asv_133,2501B,63,9.277257465983388e-4
asv_1334,2501B,266,0.0039170642634152
asv_39,2501B,560,0.00824645108087412
asv_241,2501B,529,0.00778995111032573
asv_71,2501B,1401,0.02063085350768687
asv_4596,2501B,125,0.00184072568769511
asv_393635,2501B,57,8.393709135889733e-4
asv_5926,2501B,34,5.006773870530718e-4
asv_4261,2501B,270,0.00397596748542145
asv_1392,2501B,5,7.362902750780468e-5
asv_122637,2501B,108,0.00159038699416858
asv_100,2501B,3431,0.05052423867585557
asv_16466,2501B,26,3.828709430405843e-4
asv_54956,2501B,125,0.00184072568769511
asv_3870,2501B,27,3.9759674854214527e-4
asv_2090,2501B,21620,0.31837191494374745
asv_6,2501B,81,0.00119279024562643
asv_17553,2501B,5,7.362902750780468e-5
asv_75952,2501B,36,5.301289980561937e-4
asv_75433,2501B,30,4.4177416504682807e-4
asv_653571,2501B,183,0.00269482240678565
asv_59,2501B,729,0.01073511221063792
asv_114,2501B,117,0.00172291924368262
asv_631,2501B,20,2.945161100312187e-4
asv_9442,2501B,7234,0.1065264769982918
asv_88938,2501B,110,0.0016198386051717
asv_2813,2501B,13,1.9143547152029216e-4
asv_5140,2501B,73,0.00107498380161394
asv_1886,2501B,16,2.3561288802497496e-4
asv_388,2501B,102,0.00150203216115921
asv_150668,2501B,68,0.00100135477410614
asv_60451,2501B,201,0.00295988690581374
asv_332,2501B,154,0.00226777404724038
asv_51,2501B,13,1.9143547152029216e-4
asv_20,2501B,230,0.00338693526535901
asv_52,2501B,696,0.01024916062908641
asv_4464,2501B,7,1.0308063851092654e-4
asv_75654,2501B,1,1.4725805501560937e-5
asv_75427,2501B,26,3.828709430405843e-4
asv_85,2501B,14,2.0616127702185308e-4
asv_4645,2501B,6,8.835483300936562e-5
asv_151074,2501B,36,5.301289980561937e-4
asv_433,2501B,37,5.448548035577546e-4
asv_1899,2501B,73,0.00107498380161394
asv_380924,2501B,66,9.719031631030216e-4
asv_818,2501B,3,4.417741650468281e-5
asv_31755,2501B,24,3.5341933203746247e-4
asv_2,2501B,13,1.9143547152029216e-4
asv_49,2501B,289,0.00425575778995111
asv_2794,2501B,48,7.068386640749249e-4
asv_281472,2501B,17,2.503386935265359e-4
asv_115177,2501B,10,1.4725805501560936e-4
asv_56,2501B,148,0.00217941921423101
asv_1856,2501B,25,3.6814513753902336e-4
asv_95127,2501B,2,2.945161100312187e-5
asv_196,2501B,3978,0.0585792542852094
asv_390960,2501B,50,7.362902750780467e-4
asv_4678,2501B,2,2.945161100312187e-5
asv_735275,2501B,18,2.6506449902809686e-4
asv_430,2501B,73,0.00107498380161394
asv_735342,2501B,23,3.386935265359015e-4
asv_5,2501B,6,8.835483300936562e-5
asv_56076,2501B,7,1.0308063851092654e-4
asv_92076,2501B,15,2.2088708252341403e-4
asv_170053,2501B,11,1.6198386051717028e-4
asv_580707,2501B,9,1.3253224951404843e-4
asv_537,2501B,41,6.037580255639983e-4
asv_75331,2501B,1,1.4725805501560937e-5
asv_27130,2501B,15,2.2088708252341403e-4
asv_115999,2501B,1,1.4725805501560937e-5
asv_172629,2501B,16,2.3561288802497496e-4
asv_75323,2501B,18,2.6506449902809686e-4
asv_5231,2501B,94,0.00138422571714672
asv_333,2501B,58,8.540967190905342e-4
asv_87221,2501B,72,0.00106025799611238
asv_6592,2501B,16,2.3561288802497496e-4
asv_1,2502A,33,4.132852419597234e-4
asv_21852,2502A,659,0.00825318104398356
asv_165,2502A,51,6.387135557559362e-4
asv_8,2502A,105,0.00131499849714457
asv_54823,2502A,7,8.766656647630498e-5
asv_5624,2502A,13616,0.1705239955916241
asv_345,2502A,579,0.00725127742711151
asv_3207,2502A,554,0.00693818254683899
asv_159,2502A,37,4.633804228033263e-4
asv_55,2502A,54,6.762849413886385e-4
asv_235619,2502A,76,9.51808436028454e-4
asv_490,2502A,348,0.00435828073339344
asv_180,2502A,29,3.631900611161206e-4
asv_246,2502A,118,0.00147780783488628
asv_5,2502A,384,0.00480913736098587
asv_73145,2502A,98,0.00122733193066826
asv_25,2502A,7,8.766656647630498e-5
asv_150,2502A,332,0.00415790001001903
asv_145,2502A,340,0.00425809037170624
asv_7,2502A,77,9.643322312393548e-4
asv_341,2502A,333,0.00417042380522993
asv_727544,2502A,322,0.00403266205791002
asv_121,2502A,318,0.00398256687706642
asv_16157,2502A,18,2.254283137962128e-4
asv_80,2502A,208,0.00260494940386734
asv_7713,2502A,297,0.00371956717763751
asv_1232,2502A,284,0.0035567578398958
asv_249,2502A,5,6.261897605450355e-5
asv_36205,2502A,9,1.127141568981064e-4
asv_27149,2502A,17,2.129045185853121e-4
asv_66,2502A,88,0.00110209397855926
asv_2,2502A,13,1.6280933774170925e-4
asv_210,2502A,90,0.00112714156898106
asv_40,2502A,163,0.00204137861937681
asv_526,2502A,189,0.00236699729486023
asv_202,2502A,135,0.00169071235347159
asv_29,2502A,312,0.00390742410580102
asv_102,2502A,79,9.893798216611563e-4
asv_153,2502A,141,0.001765855124737
asv_1849,2502A,42,5.259993988578299e-4
asv_368,2502A,16,2.0038072337441137e-4
asv_75888,2502A,13,1.6280933774170925e-4
asv_681310,2502A,211,0.00264252078950005
asv_191230,2502A,204,0.00255485422302374
asv_1938,2502A,137,0.00171575994389339
asv_8085,2502A,199,0.00249223524696924
asv_160,2502A,13,1.6280933774170925e-4
asv_431,2502A,165,0.00206642620979861
asv_330,2502A,20688,0.2590922753231139
asv_307,2502A,87,0.00108957018334836
asv_218210,2502A,173,0.00216661657148582
asv_2856,2502A,123,0.00154042681094078
asv_100,2502A,1,1.252379521090071e-5
asv_1205,2502A,166,0.00207895000500951
asv_3969,2502A,92,0.00115218915940286
asv_56,2502A,200,0.00250475904218014
asv_294,2502A,68,8.516180743412484e-4
asv_1304,2502A,13,1.6280933774170925e-4
asv_24956,2502A,35,4.383328323815249e-4
asv_32,2502A,308,0.00385732892495741
asv_581,2502A,63,7.889990982867448e-4
asv_1331,2502A,73,9.14237050395752e-4
asv_120531,2502A,28,3.506662659052199e-4
asv_22,2502A,140,0.00175333132952609
asv_321,2502A,144,0.0018034265103697
asv_226,2502A,138,0.00172828373910429
asv_73872,2502A,33,4.132852419597234e-4
asv_5614,2502A,57,7.138563270213406e-4
asv_53875,2502A,2,2.504759042180142e-5
asv_493,2502A,131,0.00164061717262799
asv_27,2502A,948,0.01187255785993387
asv_3415,2502A,4,5.009518084360284e-5
asv_149552,2502A,121,0.00151537922051898
asv_71,2502A,13,1.6280933774170925e-4
asv_205,2502A,115,0.00144023644925358
asv_200069,2502A,112,0.00140266506362087
asv_454662,2502A,16,2.0038072337441137e-4
asv_3287,2502A,110,0.00137761747319907
asv_72,2502A,648,0.00811541929666366
asv_126,2502A,96,0.00120228434024646
asv_420,2502A,104,0.00130247470193367
asv_538052,2502A,102,0.00127742711151187
asv_16423,2502A,95,0.00118976054503556
asv_877,2502A,90,0.00112714156898106
asv_2631,2502A,22,2.7552349463981566e-4
asv_4,2502A,889,0.01113365394249073
asv_353,2502A,2261,0.02831630097184651
asv_727706,2502A,13,1.6280933774170925e-4
asv_2544,2502A,4023,0.05038322813345356
asv_2663,2502A,82,0.00102695120729385
asv_492,2502A,78,9.768560264502555e-4
asv_49,2502A,13,1.6280933774170925e-4
asv_37359,2502A,73,9.14237050395752e-4
asv_1155,2502A,4,5.009518084360284e-5
asv_727750,2502A,65,8.140466887085463e-4
asv_54,2502A,510,0.00638713555755936
asv_361,2502A,55,6.888087365995391e-4
asv_15974,2502A,362,0.00453361386634605
asv_3332,2502A,59,7.389039174431419e-4
asv_727766,2502A,58,7.263801222322413e-4
asv_399,2502A,57,7.138563270213406e-4
asv_51,2502A,2789,0.03492886484320208
asv_173,2502A,225,0.00281785392245266
asv_75970,2502A,13,1.6280933774170925e-4
asv_63855,2502A,52,6.51237350966837e-4
asv_8826,2502A,52,6.51237350966837e-4
asv_129709,2502A,3,3.757138563270213e-5
asv_1444,2502A,4,5.009518084360284e-5
asv_727796,2502A,48,6.011421701232341e-4
asv_33,2502A,6,7.514277126540426e-5
asv_727804,2502A,45,5.63570784490532e-4
asv_21159,2502A,11,1.3776174731990783e-4
asv_24,2502A,1306,0.01635607654543633
asv_629317,2502A,40,5.009518084360284e-4
asv_97725,2502A,40,5.009518084360284e-4
asv_391,2502A,40,5.009518084360284e-4
asv_576,2502A,9,1.127141568981064e-4
asv_21,2502A,30,3.7571385632702135e-4
asv_140665,2502A,38,4.7590421801422704e-4
asv_676,2502A,36,4.508566275924256e-4
asv_52,2502A,261,0.00326871055004508
asv_39,2502A,46,5.760945797014328e-4
asv_1461,2502A,14,1.7533313295260995e-4
asv_616,2502A,31,3.882376515379221e-4
asv_727866,2502A,31,3.882376515379221e-4
asv_1144,2502A,1877,0.02350716361086063
asv_1381,2502A,9,1.127141568981064e-4
asv_5084,2502A,28,3.506662659052199e-4
asv_237,2502A,271,0.00339394850215409
asv_75936,2502A,27,3.3814247069431923e-4
asv_2661,2502A,27,3.3814247069431923e-4
asv_6,2502A,728,0.00911732291353571
asv_253,2502A,25,3.130948802725178e-4
asv_2525,2502A,26,3.256186754834185e-4
asv_421,2502A,5,6.261897605450355e-5
asv_727906,2502A,25,3.130948802725178e-4
asv_377,2502A,3,3.757138563270213e-5
asv_22031,2502A,1758,0.02201683198076345
asv_699,2502A,6,7.514277126540426e-5
asv_44202,2502A,23,2.880472898507164e-4
asv_1948,2502A,23,2.880472898507164e-4
asv_148474,2502A,23,2.880472898507164e-4
asv_7951,2502A,44,5.510469892796313e-4
asv_57056,2502A,22,2.7552349463981566e-4
